NatEmis,ProvinceCD,Province,Institution,Name,DoE_Status,LURITS_Status,Sector,Type_DoE,Type_DoE_2,Phase_DoE,TYPE_LURITS,Specialisation,OwnerLand,OwnerBuild,ExDept,PaypointNo,ComponentNo,Responsibility,ExamNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,Latitude,Longitude,GISSource1,DRD_Code,DRD_DistanceMoved_Metres,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,TransDate,TransComm,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,cellno,Urban_Rural,Section21,Section21_Function,Quintile,Registration_Date,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,GradeR_Lrns_2010,Snap_Learners_2011,Educator_Numbers_2011,GradeR_Lrns_2011,Snap_Learners_2012,Educator_Numbers_2012,GradeR_Lrns_2012,Snap_Learners_2013,Educator_Numbers_2013,GradeR_Lrns_2013,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS
200801111,2,EC,MASIZAKHE PRESCHOOL,MASIZAKHE,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,DC12,AMATOLE DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,C,FORT BEAUFORT,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,,,TO BE UPDATED,,,,,,P.O.BOX  25,"BONGWENI LOC,BEDFORD",5720,"P.O.BOX  25,BONGWENI LOC,BEDFORD,5720",0466850803,0835681514,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/03/2007,,,,,,,,,,,,,,34,2,,,,,,,,,,,
200801555,2,EC,MASIZAKHE PRESCHOOL-HILLSIDE LOC,MASIZAKHE,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,DC12,AMATOLE DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,C,FORT BEAUFORT,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,,,OLD MUNICIPAL BUILDING,,,,,,,FORT BEAUFORT,5720,"POST OFFICE,FORT BEAUFORT,5720",0466850909,0735741110,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/03/2007,,,,,,,,,,,,,,92,4,,,,,,,,,,,
200800652,2,EC,MASIZAME DCC,MASIZAME,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY,PUBLIC,PUBLIC,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,DC12,AMATOLE DISTRICT MUNICIPALITY,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,C,EAST LONDON,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,,,TO BE UPDATED,,,,,,P.O.BOX 51694,"NEWLANDS,EAST LONDON",5219,"P.O.BOX 51694,NEWLANDS,EAST LONDON,5219",,0838622895,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/03/2007,,,,,,,,,,,,,,30,4,,,,,,,,,,,
700700533,7,GT,MASIZANE DAY CARE,MASIZANE DAY CARE,OPEN,TO BE UPDATED,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,NOT APPLICABLE,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,,,,,NOT APPLICABLE,,,GDE2010,,,,,,,,,TO BE UPDATED,,TO BE UPDATED,,,,,NOT APPLICABLE,TSHWANE NORTH,NOT APPLICABLE,,,,,1398,,,BLOCK H,SOSHANGUVE,SOSHANGUVE,PRETORIA,152,,,,,TO BE UPDATED,,,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/01/2013,,,,,,,,,,,,,,,,,,,,,,,,,,
700700402,7,GT,MASONWABE DAY CARE CENTRE,MASONWABE DAY CARE CENTRE,OPEN,TO BE UPDATED,INDEPENDENT,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,NOT APPLICABLE,INDEPENDENT,INDEPENDENT,NEW EDUCATION DEPARTMENT,,,,,NOT APPLICABLE,,,GDE2010,,,,,,,,,TO BE UPDATED,,TO BE UPDATED,,,,,NOT APPLICABLE,GAUTENG EAST,NOT APPLICABLE,,,,,15628,,,ZIBI STREET,ETWATWA,EAST EXT8,ATWATWA,1519,,,,,TO BE UPDATED,0782684501,0782684501,URBAN,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/01/2013,,,,,,,,,,,,,,,,,,,,,,,,,,
974402229,9,LP,MASUNEHLO ROMAN CATHOLIC CRECHE,MASUNEHLO ROMAN CATHOLIC,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,MOPANI,LULEKANI,,,THE,MANAGER,,,,TO BE UPDATED,,,,,,,,,TO BE UPDATED,,157830034,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,576,16,54,,,,,,,,0,,
974402109,9,LP,MASUNGULO DAY CENTRE,MASUNGULO DAY CENTRE,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,ECD,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,,,TO BE UPDATED,,,,,,,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,180,6,,,,,,,,,,,
800013102,8,MP,MASWIKE PRE PRIMARY SCHOOL,MASWIKE,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY,PUBLIC,PUBLIC,BOPHUTATSWANA(BOP),301310,301310,800013102,99,NOT APPLICABLE,28.62989,-25.07643,NEIMS 2007,-25.07643,28.62989,NEIMS 2007,D,,207,MORETELE,DC31,NKANGALA DISTRICT MUNICIPALITY,MP316,DR JS MOROKA LOCAL MUNICIPALITY,83106027,27,TO BE UPDATED,TO BE UPDATED,NKANGALA,NOT APPLICABLE,NOKANENG,,TO BE UPDATED,,MS MP TSWAAI,,,,1213 LESWATIHENGSECTION,,,LEFIFI,435,"LEFIFI,0435",P.O.BOX 16,LEFIFI,0435,"P.O.BOX 16,LEFIFI,0435",0820484631,0824205114,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/05/1996,,,,,,,,,,,,,,14,2,,,,,,,,,,,
973304211,9,LP,MATANDA RUDZAMBILU COMMUNITY CRECHE,MATANDA RUDZAMBILU,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,VHEMBE,NZHELELE WEST,,,THE,MANAGER,,MASOTSHA,VILLAGE,MASOTSHA VILLAGE,,,MAKHADO,993,"MASOTSHA VILLAGE,MAKHADO,993",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,94,4,,,,,,,,,0,,
973302411,9,LP,MATAVHELA EARLY LEARNING CENTRE,MATAVHELA EARLY LEARNING CENTRE,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,ECD,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,,THE,MANAGER,,,,TO BE UPDATED,,,,,,,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,,,,,,,,144,4,,,,,,,,,,,
976606420,9,LP,MATEKANE PRE SCHOOL,MATEKANE,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,GREATER SEKHUKHUNE,SCHOONOORD,,,THE,MANAGER,,MAKGANE,STREET,MAKGANE STREET,JANE FURSE,,,1085,"MAKGANE STREET,JANE FURSE,1085",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,36,4,,,,,,,,,0,,
930311502,9,LP,MATENZHE PRE-PRIMARY,MATENZHE,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,ECD,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,DC34,VHEMBE DISTRICT MUNICIPALITY,LIM343,THULAMELA LOCAL MUNICIPALITY,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,TSHIPISE-SAGOLE,SAMBANDOU,,TO BE UPDATED,THE,MANAGER,,,,TO BE UPDATED,,,,0984,,P.O.BOX 2479,SIBASA,0970,"P.O.BOX 2479,SIBASA,0970",,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,,,,,,,,,,,,,,,,,,,,,,,
973302300,9,LP,MATENZHE PRE-PRIMARY,MATENZHE,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,,,THE,MANAGER,,,,TO BE UPDATED,,,,,,,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,54,4,,,,,,,,,,,
923261607,9,LP,MATHATLE PRE-PRIMARY,MATHATLE,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,ECD,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,158769,2110,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,DC35,CAPRICORN DISTRICT MUNICIPALITY,LIM354,POLOKWANE LOCAL MUNICIPALITY,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,CENTRAL,LEBOWAKGOMO,MOGODUMO,,TO BE UPDATED,THE,MANAGER,,GAMAJA,VILLAGE,GAMAJA,FEKE,FEKE,NEAR  BY  FEKE SCHOOL,0719,"GAMAJA VILLAGE,,NEARBY FEKE SCHOOL,NEAR  BY  FEKE SCHOOL,0719",P.O.BOX 2221,MAJA,0719,"P.O.BOX 2221,MAJA,0719",0729791435,0729791435,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,,,,,,,,,,,,,,,,,,,,,,,
972204237,9,LP,MATHATLE PRE-PRIMARY,MATHATLE,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,,,THE,MANAGER,,,,TO BE UPDATED,,,,,,,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,66,4,,,,,,,,,,,
975502105,9,LP,MATHAVHENI,MATHAVHENI,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,VHEMBE,HLANGANANI CENTRAL,,,THE,MANAGER,,,,TO BE UPDATED,BUNGENI NJHAKNJHAK,,,957,"BUNGENI NJHAKNJHAK,957",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,64,4,,,,,,,,,0,,
975502110,9,LP,MATHAVHENI PRE SCHOOL,MATHAVHENI,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,,,TO BE UPDATED,,,SIFAHLA,0857,"SIFAHLA,0857",P.O.BOX 104,SIFAHLA,0857,"P.O.BOX 104,SIFAHLA,0857",0723856113,0723856113,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,60,4,,,,,,,,,,,
912521156,9,LP,MATHEKWANE PRE-PRIMARY,MATHEKWANE,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,ECD,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,DC33,MOPANI DISTRICT MUNICIPALITY,LIM332,GREATER LETABA LOCAL MUNICIPALITY,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NORTHERN,MOPANI,MAMAILA,,TO BE UPDATED,THE,MANAGER,,,,TO BE UPDATED,,,,,,P.O.BOX 5011,MOLOTOTSI,0827,"P.O.BOX 5011,MOLOTOTSI,0827",,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,,,,,,,,,,,,,,,,,,,,,,,
975502414,9,LP,MATHEKWANE PRE-PRIMARY,MATHEKWANE,OPEN,TO BE UPDATED,INDEPENDENT,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,TO BE UPDATED,TO BE UPDATED,,,THE,MANAGER,,,,TO BE UPDATED,,,,,,,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,92,4,,,,,,,,,,,
976602412,9,LP,MATHETJI CRECHE,MATHETJI,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,GREATER SEKHUKHUNE,TUBATSE,,,THE,MANAGER,,MORWANE,,MORWANE,DRIEKOP,,,1129,"MORWANE ,DRIEKOP,1129",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,100,4,,,,,,,,,0,,
971102404,9,LP,MATHIBELA CRECHE,MATHIBELA,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,WATERBERG,NABOOMSPRUIT,,,THE,MANAGER,,,,TO BE UPDATED,,,,,,,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,90,6,,,,,,,,,0,,
900009150,9,LP,MATHOKGWANE PRE-PRIMARY,MATHOKGWANE,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,EARLY CHILDHOOD DEVELOPMENT CENTRE,PRE-PRIMARY SCHOOL,EARLY CHILDHOOD DEVELOPMENT CENTRE,ECD,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,DC47,GREATER SEKHUKHUNE DISTRICT MUNICIPALITY,LIM473,MAKHUDUTHAMAGA LOCAL MUNICIPALITY,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,SOUTHERN,SEKHUKHUNE,MASEMOLA,,TO BE UPDATED,THE,MANAGER,,MASEMOLA,,MASEMOLA,,,,,MASEMOLA,P.O.BOX 297,MASWANENG,0479,"P.O.BOX 297,MASWANENG,0479",,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,,,,,,,,,,,,,,,,,,,,,,,
500461057,5,KZ,MATHOLE CRECHE,MATHOLE,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,,,TO BE UPDATED,,,,,,,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,20,4,7,,,,,,,,,,
975504548,9,LP,MATHOMO A BOHLALE CRECHE,MATHOMO A BOHLALE,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,MOPANI,THABINA,,,THE,MANAGER,,,,TO BE UPDATED,,,,,,,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,122,4,,,,,,,,,0,,
976602452,9,LP,MATHOMOMAYO CRECHE,MATHOMOMAYO,OPEN,TO BE UPDATED,PUBLIC,EARLY CHILDHOOD DEVLOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,NOT APPLICABLE,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,NOT APPLICABLE,GREATER SEKHUKHUNE,TUBATSE,,,THE,MANAGER,,DOORINGKOP,SECTION,DOORINGKOP SECTION,DOORINGKOP,,BURGERSFORT,1150,"DOORINGKOP SECTION,DOORINGKOP,,BURGERSFORT,1150",,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,150,8,52,,,,,,,,0,,
500461131,5,KZ,MATHUBESIZWE CRECHE,MATHUBESIZWE,OPEN,OPEN,PUBLIC,EARLY CHILDHOOD DEVELOPMENT CENTRE,TO BE UPDATED,PRE-PRIMARY SCHOOL,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,,,TO BE UPDATED,,,TO BE UPDATED,Y,,TO BE UPDA,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,99,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,THE,MANAGER,,,,TO BE UPDATED,,,,,,,,,TO BE UPDATED,,,TO BE UPDATED,NOT APPLICABLE,NOT APPLICABLE,TO BE UPDATED,,,0,,,,,,,,,,,,35,2,,,,,,,,,,,
