NatEmis,EmisNo,ProvinceCD,Province,Institution,Name,LURITS_Name,DoE_Status,LURITS_Status,Sector,Type_DoE,Type_DoE_2,Phase_DoE,TYPE_LURITS,Specialisation,OwnerLand,OwnerBuild,ExDept,PaypointNo,ComponentNo,Responsibility,ExamNo,ExamCentre,GIS_Long,GIS_Lat,GISSource,GIS_InCorrect,GISSource1,Latitude,Longitude,GISSource2,DRD_Code,DRD_DistanceMoved_Metres,GIS_InCorrect1,LongDIFF,LatDIFF,LongDIFFYN,LatDIFFYN,MagDist_Code,Magisterial_District,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,Ward,SP_Code,SP_Name,EIRegion,EIDistrict,EICircuit,CloseDate1,CloseReason1,CloseDate2,CloseReason2,TransDate,TransComm,AddrInit,Addressee,Street_No,Street,StreetType,StreetName,Township_Village,Suburb,Town_City,Postal_Code,StreetAddress,Box_P_Bag,Post_Office,Box_Bag_Postal_Code,PostalAddress,Telephone,cellno,Urban_Rural,Section21,Section21_Function,Quintile,NAS,NodalArea,NAT,Registration_Date,NoFeeSchool,Allocation,Dinaledi_Schools,Quids_Up_School,MLComment1,MLComment2,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Verified_by_PEDs,Verfication_Comment,Verification_Date,DEM_Comment,NEIMSEMISN,DEM_CHKS,DEMCOM,GIS_ERROR,Snap_Learners_2007,Educator_Numbers_2007,Snap_Learners_2008,Educator_Numbers_2008,Snap_Learners_2009,Educator_Numbers_2009,Snap_Learners_2010,Educator_Numbers_2010,GradeR_Lrns_2010,Snap_Learners_2011,Educator_Numbers_2011,GradeR_Lrns_2011,Snap_Learners_2012,Educator_Numbers_2012,GradeR_Lrns_2012,Snap_Learners_2013,Educator_Numbers_2013,GradeR_Lrns_2013,MAIN_SATELITE,MAIN_NATEMIS,MAIN_INSTITUTION,BOARDING SCHOOL,FEMALE BOARDERS,MALE BOARDERS,TOTAL BOARDERS,ECD_SOCIALDEVELOPMEN_NO,Status_2007,Status_2008,Status_2009,Status_2010,Status_2011,Status_2012,Status_2013
124353329,0124353329,1,WC,MORESTER SEK,MORESTER,MORESTER SEK,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,ENGINEERING AND TECHNOLOGY,PUBLIC,TO BE UPDATED,HOUSE OF REPRESENTATIVES(HOR),353329,1649,TO BE UPDATED,1353326,MORESTER SEK,22.21583,-33.59717,WCED,99,DRD 2012,-33.596702889,22.2152429826,,M,75,,0,0,0,0,170,OUDTSHOORN,DC4,EDEN DISTRICT MUNICIPALITY,WC045,OUDTSHOORN LOCAL MUNICIPALITY,10405004,4,11906010,WESBANK,NOT APPLICABLE,EDEN AND CENTRAL KAROO,CIRCUIT 6,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,J,FRANCIS,,BLACKWOOD,STREET,BLACKWOODSTRAAT,,BRIDGTON,OUDTSHOORN,6620,"BLACKWOOD STREET,BRIDGTON,OUDTSHOORN,6620",P.O.BOX 3119,BRIDGTON,6623,"P.O.BOX 3119,BRIDGTON,6623",0442724471,0826954617,RURAL,YES,TO BE UPDATED,3,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,YES,,,1,NOT MOVED,TO BE UPDATED,WC,WC,124353329,124353329,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0124353329,0,TO BE UPDATED,TO BE UPDATED,1029,33,1026,36,1024,34,1076,36,,1125,36,,1219,35,,1261,39,,,,,,63,80,143,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
139209238,0139209238,1,WC,NIKO BRUMMER PRIM.,NIKO BRUMMER,NIKO BRUMMER PRIM.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,ORDINARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),209238,5428,TO BE UPDATED,99,NOT APPLICABLE,22.59267,-32.3535,WCED,99,WCED,-32.3535,22.59267,,O,0,,0,0,0,0,250,BEAUFORT-WES/WEST,DC5,CENTRAL KAROO DISTRICT MUNICIPALITY,WC053,BEAUFORT WEST LOCAL MUNICIPALITY,10503004,4,12401006,HOSPITAL HILL,NOT APPLICABLE,EDEN AND CENTRAL KAROO,CIRCUIT 7,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,JJ,TAYLOR,,VOORTREKKER,STREET,VOORTREKKERSTRAAT,,BEAUFORTWEST,BEAUFORT WEST,6970,"VOORTREKKER STREET,BEAUFORTWEST,BEAUFORT WEST,6970",P.O.BOX 286,BEAUFORTWEST,6970,"P.O.BOX 286,BEAUFORTWEST,6970",0234142507,0825610339,RURAL,YES,TO BE UPDATED,5,Y,CENTRAL KAROO,RURAL,01/01/1900,NO,,,0,NOT MOVED,TO BE UPDATED,WC,WC,139209238,139209238,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0139209238,0,TO BE UPDATED,TO BE UPDATED,262,10,244,10,262,10,273,10,,262,9,,249,9,,260,9,,,,,,15,10,25,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
137312234,0137312234,1,WC,NUWERUS HS.,NUWERUS,NUWERUS HS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),312234,5524,TO BE UPDATED,1375542,NUWERUS HS.,18.361613,-31.150949,WCED,99,DRD 2012,-31.1508802897,18.3615366685,,M,76,,0,0,0,0,74,VANRHYNSDORP,DC1,WEST COAST DISTRICT MUNICIPALITY,WCDMA01,WCDMA05,TO BE UPDATED,99,19107000,NONE,NOT APPLICABLE,WEST COAST,CIRCUIT 5,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,SF,VAN DYK,,KALOSSIE,STREET,KALOSSIESTRAAT,,,NUWERUS,8201,"KALOSSIE STREET,NUWERUS,8201",P.O.BOX 2,NUWERUS,8201,"P.O.BOX 2,NUWERUS,8201",0276432002,0833669252,RURAL,YES,TO BE UPDATED,3,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,YES,,,1,NOT MOVED,TO BE UPDATED,WC,WC,137312234,137312234,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0137312234,0,TO BE UPDATED,TO BE UPDATED,297,10,264,9,300,11,298,10,,302,10,,254,11,,232,9,,,,,,91,98,189,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
115309609,0115309609,1,WC,OKKIE SMUTS PRIM.,OKKIE SMUTS,OKKIE SMUTS PRIM.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,ORDINARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),309609,5899,TO BE UPDATED,99,NOT APPLICABLE,19.45367,-34.4395,WCED,99,WCED,-34.4395,19.45367,,O,0,,0,0,0,0,61,HERMANUS,DC3,OVERBERG DISTRICT MUNICIPALITY,WC032,OVERSTRAND LOCAL MUNICIPALITY,10302003,3,11225000,NONE,NOT APPLICABLE,OVERBERG,CIRCUIT 2,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,CM,DELPORT,17,CHURCH,STREET,KERKSTRAAT 17,,,STANFORD,7210,"17 CHURCH STREET,STANFORD ,7210",P.O.BOX 8,STANFORD,7210,"P.O.BOX 8,STANFORD,7210",0283410611,0844993247,RURAL,YES,TO BE UPDATED,4,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,0,NOT MOVED,TO BE UPDATED,WC,WC,115309609,115309609,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0115309609,0,TO BE UPDATED,TO BE UPDATED,178,11,166,8,215,9,208,10,,216,12,,213,12,,234,12,15,,,,,24,38,62,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
117000842,0117000842,1,WC,OLYFKRANS COLLEGE.,OLYFKRANS,OLYFKRANS COLLEGE.,OPEN,OPEN,INDEPENDENT,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,PRIVATE,TO BE UPDATED,TO BE UPDATED,000842,TO BE UPDATED,TO BE UPDATED,1388838,OLYFKRANS COLLEGE.,20.433759,-34.027731,WCED,99,WCED,-34.027784,20.433696,,O,0,,,,,,59,SWELLENDAM,DC3,OVERBERG DISTRICT MUNICIPALITY,WC034,SWELLENDAM LOCAL MUNICIPALITY,10304004,4,11407000,NONE,NOT APPLICABLE,OVERBERG,CIRCUIT 1,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,A.V.D.,VYVER,204,VOORTREK,STREET,204 VOORTREK STREET,,,SWELLENDAM,6740,"204 VOORTREK STREET,SWELLENDAM,6740",204 VOORTREK STREET,SWELLENDAM,6740,"POST OFFICE,SWELLENDAM,6740",0285141112,0842261708,RURAL,NO,TO BE UPDATED,TO BE UPDATED,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,,,,,NOT MOVED,TO BE UPDATED,WC,WC,117000842,117000842,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,TO BE UPDATED,0,TO BE UPDATED,EXACT PLOT,104,10,99,10,101,,100,9,,100,9,,104,9,,101,9,,,,,,,86,86,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
118110257,0118110257,1,WC,OUTENIQUA HS.,OUTENIQUA,OUTENIQUA HS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,COMPUTER; DANCE,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),110257,5501,TO BE UPDATED,1353334,OUTENIQUA HS.,22.467527,-33.959031,WCED,99,DRD 2012,-33.9603041352,22.46705593,,M,53,,0,0,0,0,55,GEORGE,DC4,EDEN DISTRICT MUNICIPALITY,WC044,GEORGE LOCAL MUNICIPALITY,10404019,19,11802012,GEORGE CENTRAL,NOT APPLICABLE,EDEN AND CENTRAL KAROO,CIRCUIT 3,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,CP,VORSTER,,COURTNEY,STREET,COURTENAYSTRAAT,,GEORGE CENTRAL,GEORGE,6530,"COURTNEY STREET,GEORGE CENTRAL,GEORGE,6530",P.O.BOX 181,GEORGE,6530,"P.O.BOX 181,GEORGE,6530",0448744156,0828945857,RURAL,YES,TO BE UPDATED,5,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,WC,WC,118110257,118110257,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0118110257,0,TO BE UPDATED,TO BE UPDATED,1713,72,1698,70,1674,73,1688,74,,1637,75,,1606,76,,1652,75,,,,,,110,127,237,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
118103202,0118103202,1,WC,P.W. BOTHA KOLLEGE,P.W. BOTHA,P.W. BOTHA KOLLEGE,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),103202,5128,TO BE UPDATED,1353341,P.W. BOTHA KOLLEGE,22.447809,-33.973557,WCED,99,WCED,-33.97356,22.44781,,O,0,,0,0,0,0,55,GEORGE,DC4,EDEN DISTRICT MUNICIPALITY,WC044,GEORGE LOCAL MUNICIPALITY,10404019,19,11802015,GEORGE SOUTH,NOT APPLICABLE,EDEN AND CENTRAL KAROO,CIRCUIT 3,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,AL,FOURIE,,UNION,STREET,UNIESTRAAT,,BOS EN DAL,GEORGE,6530,"UNION STREET,BOS EN DAL,GEORGE,6530",PRIVATE BAG X6543,GEORGE,6530,"PRIVATE BAG X6543,GEORGE,6530",0448744166,0744130059,RURAL,YES,TO BE UPDATED,5,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,WC,WC,118103202,118103202,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0118103202,0,TO BE UPDATED,TO BE UPDATED,651,33,696,33,697,33,661,28,,730,31,,809,31,,813,34,,,,,,28,76,104,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
108312236,0108312236,1,WC,PAARL GIRLS HS.,PAARL GIRLS,PAARL GIRLS HS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),312236,5525,TO BE UPDATED,1317729,PAARL GIRLS HS.,18.959487,-33.744352,WCED,99,WCED,-33.74483,18.961,,O,0,,0,0,0,0,175,PAARL,DC2,CAPE WINELANDS DISTRICT MUNICIPALITY,WC023,DRAKENSTEIN LOCAL MUNICIPALITY,10203004,4,10706025,PAARL CENTRAL WEST,NOT APPLICABLE,CAPE WINELANDS,CIRCUIT 2,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,R,COLYN,,HOOG,STREET,HOOGSTRAAT 1,,HOOG-EN-DROOG,PAARL,7622,"HOOG STREET,HOOG-EN-DROOG,PAARL,7622",P.O.BOX 50,PAARL,7622,"P.O.BOX 50,PAARL,7622",0218721730,0828211732,RURAL,YES,TO BE UPDATED,5,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,WC,WC,108312236,108312236,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0108312236,0,TO BE UPDATED,TO BE UPDATED,693,38,658,37,686,37,683,41,,695,41,,725,41,,718,43,26,,,,,138,,138,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
118353345,0118353345,1,WC,PACALTSDORP SEK.,PACALTSDORP,PACALTSDORP SEK.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,MATHS SCIENCE AND TECHNOLOGY,PUBLIC,TO BE UPDATED,HOUSE OF REPRESENTATIVES(HOR),353345,1579,TO BE UPDATED,1353335,PACALTSDORP SEK.,22.45133,-34.00983,WCED,99,WCED,-34.00983,22.45133,,O,0,,0,0,0,0,55,GEORGE,DC4,EDEN DISTRICT MUNICIPALITY,WC044,GEORGE LOCAL MUNICIPALITY,10404015,15,11807000,NONE,NOT APPLICABLE,EDEN AND CENTRAL KAROO,CIRCUIT 2,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,NV,RAUBENHEIMER,,BEACH,ROAD,BEACHWEG 1,,,PACALTSDORP,,"BEACH ROAD,PACALTSDORP,",P.O.BOX 47,PACALTSDORP,6534,"P.O.BOX 47,PACALTSDORP,6534",0448782500,0828595584,RURAL,YES,TO BE UPDATED,4,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,WC,WC,118353345,118353345,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0118353345,0,TO BE UPDATED,TO BE UPDATED,941,32,1007,34,1009,34,1030,32,,1060,33,,1148,33,,1212,36,,,,,,40,23,63,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
109310275,0109310275,1,WC,PAUL ROOS GIMNASIUM,PAUL ROOS GIMNASIUM,PAUL ROOS GIMNASIUM,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,COMPUTER,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),310275,5471,TO BE UPDATED,1317732,PAUL ROOS GIMNASIUM,18.8614,-33.94194,WCED,99,WCED,-33.94194,18.8614,,O,0,,0,0,0,0,176,STELLENBOSCH,DC2,CAPE WINELANDS DISTRICT MUNICIPALITY,WC024,STELLENBOSCH LOCAL MUNICIPALITY,10204009,9,10814004,COETZENBURG,NOT APPLICABLE,CAPE WINELANDS,CIRCUIT 1,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,J,VAN DER WESTHUIZEN,,SUIDWAL,,SUIDWAL,,KRIGEVILLE,STELLENBOSCH,7600,"SUIDWAL,KRIGEVILLE,STELLENBOSCH,7600",P.O.BOX 110,SUIDWAL,7600,"P.O.BOX 110,SUIDWAL,7600",0218870017,0798735160,RURAL,YES,TO BE UPDATED,5,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,WC,WC,109310275,109310275,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0109310275,0,TO BE UPDATED,TO BE UPDATED,1137,66,1142,60,1164,65,1171,66,,1160,66,,1158,67,,1184,72,,,,,,,236,236,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
133312238,0133312238,1,WC,PIKETBERG HS.,PIKETBERG,PIKETBERG HS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),312238,5526,TO BE UPDATED,1375513,PIKETBERG HS.,18.750811,-32.907551,WCED,99,DRD 2012,-32.8932337584,18.7592846666,,M,1965,,0,0,0,0,70,PIKETBERG,DC1,WEST COAST DISTRICT MUNICIPALITY,WC013,BERGRIVIER LOCAL MUNICIPALITY,10103003,3,10307000,NONE,NOT APPLICABLE,WEST COAST,CIRCUIT 2,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,M,SCHOLTZ,2,VAN DER STEL,STREET,SIMON VAN DER STELSTRAAT 2,,,PIKETBERG,7320,"2 VAN DER STEL STREET,PIKETBERG,7320",P.O.BOX 110,PIKETBERG,7320,"P.O.BOX 110,PIKETBERG,7320",0229131134,0832973822,RURAL,YES,TO BE UPDATED,5,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,WC,WC,133312238,133312238,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0133312238,0,TO BE UPDATED,TO BE UPDATED,631,32,638,32,661,28,642,33,,647,32,,670,34,,637,33,35,,,,,65,75,140,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
133312241,0133312241,1,WC,PORTERVILLE HS.,PORTERVILLE,PORTERVILLE HS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,COMBINED SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),312241,5527,TO BE UPDATED,1375515,PORTERVILLE HS.,19.000232,-33.009164,WCED,99,DRD 2012,-33.0090656071,19.0001520652,,M,107,,0,0,0,0,70,PIKETBERG,DC1,WEST COAST DISTRICT MUNICIPALITY,WC013,BERGRIVIER LOCAL MUNICIPALITY,10103005,5,10308000,NONE,NOT APPLICABLE,WEST COAST,CIRCUIT 2,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,WJ,ENGELBRECHT,,BASSON,STREET,BASSONSTRAAT 8,,,POTERVILLE,6810,"BASSON STREET,POTERVILLE,6810",P.O.BOX 22,PORTERVILLE,6810,"P.O.BOX 22,PORTERVILLE,6810",0229312174,0730932241,RURAL,YES,TO BE UPDATED,5,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,WC,WC,133312241,133312241,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0133312241,0,TO BE UPDATED,TO BE UPDATED,512,29,522,26,519,25,553,26,,536,26,,508,26,,501,27,,,,,,43,30,73,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
120110264,0120110264,1,WC,PUNT HS.,PUNT,PUNT HS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),110264,5504,TO BE UPDATED,1353340,PUNT HS.,22.141047,-34.18879,WCED,99,WCED,-34.18879,22.14105,,O,0,,0,0,0,0,56,MOSSELBAAI/BAY,DC4,EDEN DISTRICT MUNICIPALITY,WC043,MOSSEL BAY LOCAL MUNICIPALITY,10403008,8,11715010,LINKSIDE,NOT APPLICABLE,EDEN AND CENTRAL KAROO,CIRCUIT 2,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,JA,BESTER,,HOFMEYER,STREET,HOFMEYRSTRAAT 20,,LINKSIDE,MOSSELBAY,6500,"HOFMEYER STREET,LINKSIDE,MOSSELBAY,6500",P.O.BOX 266,MOSSELBAAI,6500,"P.O.BOX 266,MOSSELBAAI,6500",0446912247,0825631747,RURAL,YES,TO BE UPDATED,5,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,WC,WC,120110264,120110264,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0120110264,0,TO BE UPDATED,TO BE UPDATED,1056,45,1123,32,1078,48,1079,46,,1083,48,,1099,49,,1132,50,,,,,,22,23,45,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
133309324,0133309324,1,WC,REDELINGHUYS LS.,REDELINGHUYS,REDELINGHUYS LS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,ORDINARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),309324,5351,TO BE UPDATED,99,NOT APPLICABLE,18.536498,-32.480971,WCED,99,DRD 2012,-32.4811016019,18.5366958922,,M,76,,0,0,0,0,70,PIKETBERG,DC1,WEST COAST DISTRICT MUNICIPALITY,WC013,BERGRIVIER LOCAL MUNICIPALITY,10103002,2,10309000,NONE,NOT APPLICABLE,WEST COAST,CIRCUIT 2,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,W,VAN NIEKERK,,SKOOL,STREET,SKOOLSTRAAT,,,REDELINGHUYS,,"SKOOL STREET,REDELINGHUYS ,",P.O.BOX 6,REDELINGHUYS,8105,"P.O.BOX 6,REDELINGHUYS,8105",0229621660,0791164314,RURAL,YES,TO BE UPDATED,5,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,WC,WC,133309324,133309324,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0133309324,0,TO BE UPDATED,TO BE UPDATED,98,6,86,6,104,7,92,6,,92,6,,87,6,,82,4,4,,,,,25,48,73,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
109310282,0109310282,1,WC,RHENISH GIRLS' HS.,RHENISH GIRLS,RHENISH GIRLS' HS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,SECONDARY SCHOOL,ORDINARY SCHOOL,TO BE UPDATED,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),310282,5477,TO BE UPDATED,1317734,RHENISH GIRLS` HS.,18.858639,-33.945833,WCED,99,DRD 2012,-33.9842998769,18.8511167927,,M,125,,0,0,0,0,176,STELLENBOSCH,DC2,CAPE WINELANDS DISTRICT MUNICIPALITY,WC024,STELLENBOSCH LOCAL MUNICIPALITY,10204017,17,10810000,NONE,NOT APPLICABLE,CAPE WINELANDS,CIRCUIT 1,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,EH,SLABBER,,KOCH,STREET,KOCH STREET,,STELLENBOSCH NU,STELLENBOSCH,7599,"KOCH STREET,STELLENBOSCH NU,STELLENBOSCH,7599",P.O.BOX 87,STELLENBOSCH,7599,"P.O.BOX 87,STELLENBOSCH,7599",0218876807,0837014149,RURAL,YES,TO BE UPDATED,5,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,WC,WC,109310282,109310282,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0109310282,0,TO BE UPDATED,TO BE UPDATED,624,42,618,42,666,43,671,37,,696,49,,701,46,,703,48,,,,,,153,,153,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
132309327,0132309327,1,WC,RIEBEECK-KASTEEL LS.,RIEBEECK-KASTEEL,RIEBEECK-KASTEEL LS.,OPEN,OPEN,PUBLIC,ORDINARY SCHOOL,TO BE UPDATED,PRIMARY SCHOOL,ORDINARY SCHOOL,PRIMARY SUBJECTS,PUBLIC,TO BE UPDATED,CAPE EDUCATION DEPARTMENT(CED),309327,5353,TO BE UPDATED,99,NOT APPLICABLE,18.89894,-33.382158,WCED,99,DRD 2012,-33.382200987,18.8991188419,,M,70,,0,0,0,0,67,MALMESBURY,DC1,WEST COAST DISTRICT MUNICIPALITY,WC015,SWARTLAND LOCAL MUNICIPALITY,10105003,3,10511000,NONE,NOT APPLICABLE,WEST COAST,CIRCUIT 1,,TO BE UPDATED,TO BE UPDATED,TO BE UPDATED,,TO BE UPDATED,JHI,ERASMUS,37,MAIN,STREET,HOOFSTRAAT 37,,RIEBEECK KASTEEL,RIEBEEKKASTEEL,7307,"37 MAIN STREET,RIEBEECK KASTEEL,RIEBEEKKASTEEL,7307",P.O.BOX 107,RIEBEEKKASTEEL,7307,"P.O.BOX 107,RIEBEEKKASTEEL,7307",0224481228,0836930216,RURAL,YES,TO BE UPDATED,5,N,NOT APPLICABLE,NOT APPLICABLE,01/01/1900,NO,,,,NOT MOVED,TO BE UPDATED,WC,WC,132309327,132309327,YES,DECEMBER 2007 SUBMISSION,01/12/2007,NOT MOVED,WC0132309327,0,TO BE UPDATED,TO BE UPDATED,216,13,218,11,210,13,204,12,,217,11,,238,12,,229,12,26,,,,,5,18,23,,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN,OPEN
